7848,90,2
1243,223,0
3504,662,3
9702,708,1
2965,840,4
3390,745,0
2974,539,3
155,744,4
9781,895,1
7852,139,2
9500,842,1
1153,210,3
2177,924,4
1542,499,2
8899,867,2
7325,325,3
2834,856,2
6782,749,0
1689,55,1
7456,539,2
737,403,0
6011,341,4
1174,765,4
2600,733,4
7918,71,1
7942,174,0
9408,608,1
8175,462,2
1725,260,1
8708,49,0
4514,105,0
2325,792,4
5162,299,1
5103,25,2
7467,172,1
4101,614,4
8861,97,3
9267,307,2
6003,889,2
3030,720,1
3576,491,2
8067,964,1
1704,962,0
4160,605,1
2366,865,4
3989,578,3
5623,612,2
9305,843,1
2318,128,4
9825,764,3
9367,972,4
859,233,3
5116,927,3
1585,950,3
2814,759,4
7556,430,3
6705,277,0
9221,324,0
359,245,0
9450,147,0
4489,517,2
7238,519,2
8331,587,3
41,875,4
9610,128,1
6996,958,4
6604,837,2
4506,411,0
3844,966,0
9327,772,2
8897,52,3
3873,755,3
6340,112,4
926,679,3
8907,729,4
5251,260,1
8402,204,0
2656,681,0
23,254,0
6018,437,1
4363,502,3
6653,487,0
9916,589,0
4391,422,2
1209,448,0
3639,919,4
4532,8,4
8203,85,1
4781,118,0
6866,678,1
7735,420,3
9682,654,4
6607,344,2
5245,111,1
7234,378,3
2196,76,1
524,965,4
3757,736,3
2887,779,2
4857,927,4
7775,856,4
3509,231,4
7982,584,1
3633,974,4
4842,362,0
8355,122,3
8521,355,2
6333,84,2
5059,196,0
5978,523,0
3126,542,0
8285,999,0
636,310,0
6327,914,3
317,118,0
391,995,2
8538,41,1
7426,156,2
9641,755,2
4129,429,2
9175,30,1
1027,818,4
7988,935,1
5371,875,3
5507,873,1
5358,716,4
6042,40,3
6156,705,0
6790,501,0
13,724,4
400,372,0
2711,670,0
656,845,1
5593,248,0
4413,8,2
249,421,4
3233,660,4
5445,359,2
7878,357,2
1906,783,0
7988,202,0
2471,76,1
2072,727,2
318,190,0
1110,980,1
8739,600,0
526,827,0
7199,5,1
7317,679,3
1365,250,3
4227,917,4
2537,571,3
4195,304,4
587,945,1
4193,204,0
4298,102,4
9402,595,4
7725,955,4
6120,106,1
2979,59,3
2041,262,1
5882,798,4
1290,171,3
9575,964,3
2268,289,1
7440,203,3
515,561,3
6783,75,1
7611,820,0
983,906,3
3493,58,2
3527,419,2
1785,837,2
7147,417,2
9490,287,0
8665,949,4
6908,92,3
4053,798,4
3027,305,0
1092,408,0
124,85,1
4613,748,3
3077,74,3
7896,530,2
6852,650,1
1117,162,4
1107,189,0
977,963,1
3302,658,3
973,742,1
446,380,0
5390,849,1
4267,466,0
9766,81,0
9786,12,0
5245,517,1
3112,774,4
7853,188,0
1714,47,3
3252,252,1
5996,405,0
3887,625,0
6428,493,2
2718,842,3
9414,174,4
779,524,1
4998,736,2
1073,554,2
6707,330,3
4385,192,1
5696,443,2
3000,912,0
9461,232,0
1797,182,3
7667,173,2
290,679,4
5071,54,1
5311,32,0
879,72,3
5254,230,1
7180,691,2
7874,763,1
530,769,2
3872,764,1
3648,647,3
4439,211,0
1380,995,2
669,893,2
8614,699,0
4245,96,1
6032,389,1
6335,117,4
6457,898,2
3839,7,2
7453,820,1
9693,906,4
1038,635,4
6411,659,0
2299,590,0
9802,478,0
4174,802,0
2378,850,2
9112,925,0
9265,233,2
290,978,2
7945,788,0
3426,379,2
218,653,2
2135,226,2
4755,398,2
9351,160,4
8427,531,0
2001,201,1
112,221,1
6424,134,0
2590,131,1
3035,711,3
8223,62,1
764,109,4
9275,472,3
876,697,3
811,778,0
5520,872,3
9938,762,3
2517,120,3
669,679,2
1837,122,2
519,909,2
7047,479,4
6142,634,4
6498,718,1
6490,327,3
1538,608,1
4982,127,2
7056,211,4
8113,215,2
4809,410,1
1654,747,3
1749,760,0
2229,465,0
2977,336,2
2302,33,2
3151,97,4
2390,582,2
8711,617,0
2348,961,1
2226,830,1
3308,416,1
2081,943,1
6627,119,2
5061,372,1
7643,370,4
6508,646,0
9380,991,3
9719,315,4
4706,438,3
3077,156,2
2395,710,4
6767,724,0
8336,705,1
5076,911,1
2328,547,4
3377,428,3
4291,105,0
5139,423,0
344,69,1
8748,657,2
46,950,1
5852,242,3
9263,46,3
8592,751,3
1094,382,4
9536,877,3
4965,293,2
8189,800,1
3722,379,2
5108,438,1
6202,866,0
4694,30,4
1965,575,0
8597,451,2
9207,306,4
7700,398,2
8418,736,4
6476,54,3
4195,762,3
4840,939,2
34,78,0
6781,656,0
254,663,3
4744,604,0
6540,504,3
3801,374,4
4461,940,4
779,116,4
6986,495,2
1700,981,0
6259,718,3
6160,667,4
1371,763,1
7937,182,4
4569,458,3
6871,589,0
723,417,4
2425,341,3
6458,662,0
2579,983,1
7964,318,1
4842,28,1
829,220,1
2743,922,4
9606,925,4
8972,367,4
1343,754,3
9214,766,0
2562,708,3
8383,132,2
6540,487,3
1191,108,2
8791,261,3
2784,233,1
8746,680,4
5837,672,2
7903,584,0
3562,881,2
8834,536,1
9236,241,3
3602,302,1
4697,324,3
4572,95,1
9295,574,4
7053,896,0
5178,994,4
4007,913,4
8143,814,3
5486,230,0
1663,252,4
5682,79,3
1926,348,0
6142,403,2
3231,392,1
6249,51,0
8298,390,3
8667,941,3
6761,271,3
8543,628,1
2452,392,3
3729,403,1
4536,372,3
9652,210,3
9160,170,4
901,752,4
5154,59,1
8067,139,4
9807,322,0
1198,396,0
4699,235,0
107,572,4
7297,103,4
5408,433,1
6983,145,4
7944,787,4
1262,956,2
6582,714,4
3197,51,4
8445,329,1
3627,909,1
4283,584,1
4663,726,0
384,85,3
794,778,0
6069,550,0
1685,365,0
8547,84,2
8033,573,3
5375,716,3
2097,239,0
250,700,2
4733,488,1
8450,674,2
445,171,3
894,223,3
3440,528,4
6799,850,0
3545,610,0
9805,997,0
3205,968,2
8091,576,3
5296,752,1
4715,11,1
7156,4,3
3832,157,2
674,953,4
4457,856,0
7537,43,0
1180,606,0
4253,645,2
320,365,2
9919,903,4
671,923,0
580,919,1
4874,636,2
5714,901,4
4950,628,4
2594,848,0
2542,729,3
9986,315,3
4935,878,2
1159,114,4
6998,630,4
8859,979,3
3849,483,2
6513,588,1
2206,851,3
8386,107,4
9882,424,0
198,265,3
4075,578,3
9154,317,3
2268,655,0
7710,413,4
9014,881,1
6755,18,0
8173,437,0
3421,782,3
5412,592,3
3260,254,0
4833,694,2
5422,434,4
7379,466,3
6752,456,4
3022,556,0
9083,819,0
3859,976,4
4260,721,0
8516,831,3
4584,156,2
8910,337,3
368,734,4
9991,742,1
6464,478,0
5302,126,3
2964,747,3
8474,539,3
1928,691,4
9705,665,2
7282,638,3
3290,869,2
655,462,2
7219,758,0
8585,990,1
1524,135,0
3559,973,3
9265,370,4
290,638,4
6820,358,0
5469,277,3
2845,408,0
8371,657,2
9371,368,3
8243,304,4
955,410,0
1329,259,1
8044,847,3
1967,277,0
8575,53,3
5778,314,0
7955,556,4
4589,61,3
4312,773,2
5936,616,2
2690,521,1
8976,765,4
5901,87,0
3690,342,2
9706,231,1
8101,925,3
4387,366,3
9908,102,1
9330,582,2
664,644,1
7288,180,4
1215,757,2
2903,387,1
7376,637,4
9871,226,4
5316,323,0
2849,459,2
7685,554,1
1176,764,3
1593,737,1
7021,798,2
4114,707,4
5307,739,2
4582,925,0
6908,127,4
1893,275,4
7969,822,2
2657,189,1
8775,904,2
2180,656,0
559,563,1
6693,518,3
285,594,1
4682,789,2
3392,814,0
1969,327,2
7931,649,0
2542,693,1
5502,500,0
3069,455,2
4183,118,4
6788,358,2
6445,346,0
2680,120,1
7289,735,1
2493,856,4
6292,622,2
2732,494,3
423,329,4
1322,657,1
2105,927,1
4275,16,2
651,93,4
1150,414,0
6087,633,4
2371,130,2
4051,153,2
7489,775,2
8654,448,2
549,300,2
4628,325,1
2464,792,3
312,174,0
2259,115,0
2316,765,2
1234,128,1
8260,495,0
2959,626,2
8243,455,3
5798,632,3
4096,17,4
4016,469,2
4301,810,2
6056,914,3
8455,842,0
6823,801,2
2447,959,0
1938,746,3
9861,433,1
9713,563,3
9227,51,1
6863,37,0
2819,647,1
117,292,1
682,978,2
443,757,4
7988,310,3
1181,5,4
4804,96,2
294,815,3
1803,503,3
2769,309,1
1439,664,2
2199,866,3
6406,42,0
4110,308,1
7682,824,1
813,739,4
6651,222,3
2086,811,2
1605,643,0
9905,969,1
6637,137,4
1425,491,2
9031,774,1
1063,586,0
3083,801,3
7794,470,0
7275,439,0
3331,352,0
789,56,2
7396,405,2
5104,446,0
6489,868,0
8396,262,2
2179,775,3
4012,104,2
2845,925,3
3397,352,1
5111,83,2
5700,672,1
1592,701,0
442,599,3
9066,915,1
7307,526,0
4460,953,1
8654,156,0
3243,45,1
7076,212,1
6703,954,1
7146,470,3
107,790,0
2597,859,1
6131,277,1
9624,294,2
3733,965,1
3994,77,2
8582,867,2
987,738,4
5403,194,3
6403,555,1
8789,157,4
9561,862,4
5995,337,1
2380,686,3
1035,193,0
2791,417,3
8480,847,0
7047,466,1
6088,801,3
1183,482,1
9381,80,0
1847,103,1
5677,462,4
3824,75,2
1396,490,1
827,145,0
4643,105,0
7922,22,1
2765,673,4
2470,992,0
7035,417,1
8917,333,3
370,144,3
1223,906,2
5168,438,2
2405,686,3
5023,817,4
3386,539,0
6456,673,1
6476,970,4
5831,177,0
9642,374,4
4362,38,3
5572,895,0
6553,827,0
9681,646,0
570,743,1
5095,747,4
5698,663,0
1677,414,4
7840,454,4
9061,105,0
4875,991,0
8737,558,4
2054,222,0
6785,528,0
6643,958,3
4373,887,1
7856,55,4
8505,551,3
2392,237,3
5611,797,4
4005,468,3
7696,229,4
6031,100,2
4944,635,3
9452,827,0
8393,716,1
163,537,4
4922,101,1
7650,56,3
8994,822,1
1946,655,1
7188,230,3
8951,590,4
9563,631,4
5522,598,2
147,874,4
9465,171,3
4385,706,1
9819,371,2
1588,686,3
9225,871,2
9868,288,1
270,381,1
3013,908,2
5033,641,2
513,522,3
7419,748,0
9436,594,4
3046,854,3
2356,256,1
1393,541,2
4520,570,3
1203,575,1
5967,947,1
5141,565,2
5586,908,1
2267,341,1
2599,692,3
198,138,0
3711,767,3
696,300,3
6929,703,3
4375,593,3
9685,543,1
1809,177,1
9777,146,0
3291,527,0
8791,760,4
621,370,2
650,936,1
2879,296,3
9759,696,3
9559,344,1
1415,923,1
4257,165,1
3080,723,4
9546,707,2
324,421,3
2383,454,4
8693,216,0
283,443,1
7162,439,1
8026,44,4
5344,208,1
54,214,3
21,810,3
8138,41,0
259,927,2
8289,363,0
9332,483,3
8746,327,3
3229,524,4
7293,745,0
5565,228,0
7731,890,4
4977,347,1
4234,892,4
3546,405,1
5527,394,3
1537,905,4
4058,262,0
5252,26,3
4900,616,0
9123,967,4
9790,750,1
3770,334,2
761,109,2
8669,399,1
7868,0,1
8494,773,1
3828,170,1
4722,283,2
7602,801,4
3436,687,2
7433,399,2
4921,294,1
7092,276,0
9352,360,3
3328,755,4
662,186,4
786,102,3
1747,772,1
9605,381,2
2519,80,0
901,179,4
4777,768,2
163,221,4
9725,239,0
5144,883,0
4619,843,0
4826,906,3
6821,707,1
1955,852,1
7476,644,2
5676,369,4
3346,94,3
3634,533,1
9306,581,0
6136,759,0
2953,245,4
6356,772,0
2082,37,1
5726,579,3
6265,665,3
63,268,2
8160,644,3
9666,354,1
8692,510,3
3985,447,3
9386,679,1
315,808,0
8287,544,3
258,276,1
4264,923,0
4539,184,0
9682,689,1
2485,69,3
5339,358,1
72,560,1
5820,95,0
1773,648,4
6727,313,3
5177,636,4
8870,194,4
9132,224,4
8846,329,4
3405,646,3
9010,403,0
3639,527,4
6522,749,3
2068,575,1
8208,104,4
4837,682,4
6886,162,4
4321,365,3
8556,525,0
9190,505,3
1225,810,3
9815,944,4
7576,708,1
1088,105,3
9265,420,3
7649,298,3
9778,509,3
7973,640,3
488,684,1
7550,187,3
8753,672,4
9953,901,3
6726,331,3
6041,270,0
3553,263,3
7087,649,2
7362,953,0
9430,340,2
4489,953,1
7018,798,4
7990,151,3
7753,59,4
7093,713,3
8593,842,4
2990,521,4
9505,130,2
1317,341,2
5076,648,1
3676,392,4
2145,796,0
7425,498,2
9339,379,1
5580,902,4
6398,222,4
4647,269,0
1062,680,4
2831,531,1
9348,575,3
9123,709,1
3647,919,3
5750,612,2
2180,963,1
170,396,1
7452,461,3
6365,643,2
264,828,4
7826,51,1
3952,234,1
9809,497,1
8776,373,0
2465,141,3
5889,2,4
575,664,2
